,title,intro,type,min_year_exp,max_year_exp,is_public,num_of_hires,is_remote,job_description,country_code,sal_mode,sal_min,sal_max,sal_currency_code,comp_name,comp_tagline,comp_verification,comp_is_hiring,comp_local_office,comp_description,country_name,country_demonym,country_currency,country_language
67,Data Analyst Staff,,FULL_TIME,1,3,True,1,False,"JOB DESCRIPTION:Doing data selection, preparation and data analysis using different data mining method.Interpret data, analyze results using statistical techniques and provide ongoing report.Importing, cleaning, transforming, validating or modeling data with the purpose of understanding or making conclusions from the data for decision making purpose.Work with management to prioritize business and information needs.Keep pace with analytics, technology and marketing industry trendsJOB REQUIREMENT:Min. Bachelor's degree in Information System, IT, Computer Science, Information Management, Statistics, Mathematics or equivalentAt least min. 1 year(s) of working experience in Data Analyst is required for this positionStrong analytical skills with the ability to collect, organize, analyze and disseminate significant amounts of information with attention to detail and accuracyTechnical expertise, regarding data models, database design development, data mining and segmentation techniquesKnowledge of statistics and experience using statistical packages for analyze datasetsLearn database, SQL, data visualization, customer insightGood Skill and knowledge of using statistical analysis methods such as clustering, regression and classificationRequired language(s): Bahasa Indonesia and English",ID,MONTH,3500000.0,4500000.0,IDR,Qwords,"Salary attractive and negotiable, according to the ability of the applicant. Given special allowance and additional bonuses to staff who excel, and a clear career path.",False,False,True,"Qwords adalah perusahaan di bidang jasa layanan IT dengan beberapa anak perusahaan dengan kantor di Jakarta, Bandung, Yogyakarta dan Surabaya. Dengan dukungan teknis 24 jam, kami telah melayani lebih dari 35.000 klien aktif dan terus berkembang setiap harinya, hingga masuk ke dalam 10 besar perusahaan web hosting di Indonesia.",Indonesia,Indonesian,['IDR'],['Indonesian']
68,Data Scientist - LECTURER,,FULL_TIME,1,3,True,4,False,"Job description & requirementsBackground of recruitment:
We are running a data science bootcamp, named make.ai. Currently, we are trying to educate people about data science since  the market of data science in industry is getting increased.Thus, we are recruiting experienced data science (or machine learning) lecturerJob Desscription:
- Teach about Python (base programming language)
- Teach about Stats & Math
- Teach about Data Visualization (graph)
- Teach about AI (Machine Learning & Deep Learning)
- Make presentationMandatory:- Initiative- Presentation skills- The ability to write reports and proposals- The capacity to work well on your own or in a team- The ability to manage your time and plan your day effectivelyRecruitment Workflow- Send CV- Assignment of data science with report- Interview (general, technical)Ø Presentation about report in assignment- Final result",ID,MONTH,5000000.0,7000000.0,IDR,Pt Renom Infrastruktur Indonesia, Enrich people's life by posing innovation to the infrastructure which functionalize all of the social activities and our daily life,False,False,True,"Through GRID inc corporate culture, we aim to enrich people's life by posing innovation to the infrastructure which functionalize all of the social activities and our daily life.We encourage you to explore our website and call us to discuss our commitment to connecting you with those that will drive your business, embrace your vision and grow your bottom line. Because of your trust in us, we will continue to seek new and innovative solution that will save you time and money.",Indonesia,Indonesian,['IDR'],['Indonesian']
69,Data Scientist - Image Recognition,,FULL_TIME,1,3,True,3,False,"MOES DS REQUIREMENT: (EN)1. Capable to use Python/R programming language2. Capable to use data analytic tools (e.g. Pandas, Matplotlib, Numpy)3. Capable to use machine learning & deep learning technology and their models (e.g. CNN, Random Forest, Xgbboost, etc)4. Have experience in Image Analysis project (at least involved in and finished 1 Image Analysis development project)5. Good intuition in analyzing & make hypothesis related to image content & quality with AI model performance6. Have 2 years data scientist experience7. Have bachelor degree in engineering major or similar (Computer Science, Mathematics, Physics, etc)8. Have experience in AI model development for mobile platform (optional)",ID,MONTH,7000000.0,9000000.0,IDR,Pt Renom Infrastruktur Indonesia, Enrich people's life by posing innovation to the infrastructure which functionalize all of the social activities and our daily life,False,False,True,"Through GRID inc corporate culture, we aim to enrich people's life by posing innovation to the infrastructure which functionalize all of the social activities and our daily life.We encourage you to explore our website and call us to discuss our commitment to connecting you with those that will drive your business, embrace your vision and grow your bottom line. Because of your trust in us, we will continue to seek new and innovative solution that will save you time and money.",Indonesia,Indonesian,['IDR'],['Indonesian']
70,Data Science Developer (4 mths contract),,FULL_TIME,0,1,True,1,False,"You’re a curious and business driven builder, someone excited about creating software that works way better than competing solutions for global users. Together, we’ll create and iterate on data protection tools of the future—and grow our Cloak Apps user base, one referral at a time.This position is with Cloak’s data science consulting team. We help our enterprise clients makes smart decisions amid a fast moving and uncertain future, by transforming existing data into useful insights and compelling stories. You are expected to follow best-in-class processes of data preparation, data analytics, deep machine learning, visualization and business consulting to create rewarding values for our esteemed clients. If you love bringing creative flair to complex challenges, and you’re pretty handy with cutting code as well as high intensity business preparation, our A-Team wants to talk with YOU.Cloak enables security in cloud-based data storage and applications. A fast growing startup, Cloak won multiple awards with its Cloak Apps Data Protection Software-as-Service.This is your opportunity to join an energetic and experienced team based in Malaysia Johor or Singapore, and build customized secure solutions for our enterprise customers, on multi-platforms such as iOS, Android, Mac OS X and Windows platforms.Responsibilities:• Conceptualize, build and validate machine learning model using proven and experimental techniques.• Improve existing machine learning or suggest state-of-art solutions to achieve company's business goal, through activities such as define hypotheses, develop and execute necessary tests, experiments and analysis.• Develop machine learning solution based on team’s analysis• Present confidently your proposals, insights, findings and conclusions to our clientsRequirements:• Masters / Ph.D. in Computer Science, Electrical/Computer Engineering, Operations Research or Mathematics/Statistics Preferred, Or• Top graduating degree in computer science.• Minimum 1 year of relevant experience with machine learning techniques and advanced quantitative analytics (e.g. regression, classification, clustering, time series).• Understanding of NLP, machine learning, deep learning, data mining, algorithmic foundations of optimization.• Proven problem-solving skills in complex and advanced technical subject.• Basic knowledge of digital marketing.Advantages:• Proficient in one or more of the following programming languages: Python, R, Java, Scala.• Experience with machine learning framework (tensorflow, scikit-learn, Spark MLlib etc).• Experience in building ML models at scale, using real-time big data pipelines on platforms such as Spark/MapReduce.• Extensive knowledge of mobile & web technologies, mobile & web application design and development.• Solid background in programming in Swift, Objective C, Java, PHP, Ajax, Adobe Flex, SQL (relational DB). Knowledge in other programming languages including scripting languages is a plus.• Knowledge of crypto APIs on Web, iOS and/or Android platforms.Please email hr@cloakapps.com for any queries. We look forward to speak to you.",SG,MONTH,4000.0,4000.0,SGD,Cloak Pte. Ltd.,Cloak Your Data For a Safer Tomorrow,False,False,True,"Cloak is incorporated in 2011 to solve the problem of a lack of good data security SDKs to enable fast and flexible federated data security across cloud, mobile and desktop platforms. Between 2011 and 2015, we developed a suite of Security-as-a-Service (SaaS) built upon our patented Federated Data Sentry (FDS) Platform. Our enterprise customers can accelerate go-to-market time of their secure mobile and cloud applications by leveraging on our SDKs (https://cloakapps.com). We are now seeking great developers who are confident to design present and implement secure mobile and web solutions to our potential enterprise clients. Join us now and make the cloud a more secure place!",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
71,Data Analyst,,FULL_TIME,3,5,True,18,False,"Being part of the Business Optimization team, the incumbent will focus on maximizing conversion funnels (Awareness, Acquisition, Engagement, Retention) by deep diving into the analytics to find opportunities to optimize the business in Hong Kong and the regional markets.The JobInterpret business requirements and determines optimum BI solutions for a wide range of requests from internal teamsConsolidate and process data for regular reports, provide insights and performance trackingDesign and build BI dashboards for business analysis and ad-hoc projects and will need to work closely with data engineersMarket segmentation through extracting behaviours from database for marketing automationProvide A/B testing plans and analyze the testing results to optimize traffic, marketing efficiency and subscription revenueExplore the data and discover patterns and correlations to define trends, make predictions and uncover root causes for certain phenomenasThe PersonDegree holder in Business Administration, Statistics, Information System, Computing Science or related disciplines with related work experience3 to 5 years of experience in data extraction or programming using SQL languageHands on experience with Business Intelligence (BI) or data visualisation tools is a must (proficiency in Excel; strong experience in Tableau, Cognos, Qlikview, Power BI or BusinessObjects)Experience in Data Mining (SPSS, R/Python, SAS) is an advantageGood understanding and knowledge of RDBMS and Data Warehouse including Star schema DBExcellent analytical and problem solving skills and sensitivity to numbers and data",HK,MONTH,20000.0,50000.0,HKD,Keyteo,"We are a Belgium IT Consulting firm, present in 6 countries, 7 cities, specialized in hiring and deploying IT professionals on digital projects at our clients (banking, insurance, retail, oil and gas, transportation, pharmaceuticals, e-commerce, etc)!",False,False,True,"Keyteo Consulting offers strategic, operational and technological solutions intended to accompany clients as they carry out their projects, by providing complete expertise. Keyteo Consulting is strongly dedicated to sustain the strong growth of companies specializing in key sectors such as banking/finance and others !",Hong Kong SAR China,Hong Konger,['HKD'],"['English', 'Chinese']"
72,"Data Science, Associate ",MoolahSense is Singapore’s first legally compliant crowd-financing platform that connects businesses to prospective investors.,FULL_TIME,0,50,True,1,False,"The OpportunityYou're a wizard who is good with numbers! You disdain inefficiency and you're obsessed with  fresh insights. The tools are in your code. You manipulate Excel and other statistical tools like R, Python and SQL with ease. Here's a training ground to make science out of data.Job Description- Collect data from different business functions and track relevant metrics related to performance and efficiency- Design,  prepare and review reports on the business performance across functions, and gather insights based on data analytics.- Understand database schema to identify and extract essential data to create value-added reports.- Develop models using statistics and business rules to identify historical trends and predict future outlook.- Perform testing and validation of models using statistical methods to establish confidence levels.- Perform market research and collect external data points to augment data analysis.· Manage and maintain existing dashboards / reports and develop new dashboards / reports for business decisions with a strong focus on business intelligence reports for customers.· Preparing ad-hoc reports for (top) management.· Turning data into business insights / knowledge for business growth opportunity.· Create and maintain a comprehensive, effective and customized reporting structure / process framework for future analytical use in order to support decision making.· Contribute to data processing and quality improvement in all data sources and identifying solutions to transform manual data tasks into machine-based solutions.· Identify data gaps, and provide solutions to how we can fill these gaps.Requirements- Strong interest in FinTech startups.- University degree or above information systems, computer sciences, statistics, business administration or related discipline.- Min. 1-3 years of data analytics experience (could be internships, school projects, own ventures, etc.).- Strong analytical skills and statistical/ mathematical knowledge, with proven ability to present and communicate analysis in a visual manner (charts) to management and be able to deep dive into the data sets if required- Possess a keen attention to detail- Self-starter who can handle being able to make sense of situations when guidance is not as abundant.- Financial knowledge is a plus",SG,MONTH,2800.0,3500.0,SGD,MoolahSense Private Limited,"Rewarding Decisions, Realising Dreams",False,False,True,"At MoolahSense we’re changing the world. And we’re doing it thanks to a unique working environment and an incredible team. If you have the ambition to help change the face of one of the biggest industries in the world – banking – and to help solve some of the biggest challenges our economy faces, we are the company for you.MoolahSense is Singapore’s pioneer and first digital lending platform in Singapore to be awarded a full capital market services license by the Monetary Authority of Singapore. We’re taking on the global banking system and finding a better way for SMEs to borrow and investors to lend, by connecting them together.We are realising dreams of small businesses, creating jobs wherever we are and changing the lives of business owners, and at the same time rewarding the decisions of our investors with a return on their hard-earned money.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
73,Data Entry Staff,,FULL_TIME,0,1,True,1,False,"1. Input data to HR Database2. Filling documents3. Prepare documents or letter to related departmentQualification :- Holding min Diploma or Bachelor Degree of Administration, Management, Human Resource, Economy- Min 1 year experience in related field- Fresh graduates are encouraged to apply- Fast learner, adaptable, communicative, independent- Able to use Ms Office- Able to work with minimum supervision- Willing to work for 3 months project- Can join immediately- Location : Jakarta",ID,MONTH,2750000.0,3650000.0,IDR,PT Niro National Ceramic Indonesia,"Niro Ceramic Sales Indonesia (NCSI) is a foreign owned company (PMA), dealing in the business of manufacturing & distribution of NIRO GRANITE porcelain tiles (with Swiss Heritage).",False,False,True,"PENGUMUMAN :PT Niro Ceramic Sales Indonesia tidak pernah memungut biaya apapun dalam proses rekrutmen.PT Niro Ceramic Sales Indonesia tidak pernah bekerja sama dengan travel agent / biro perjalanan tertentu dalam proses rekrutmen.Apabila Anda diminta untuk membayar sejumlah uang dalam bentuk pembayaran tiket pesawat dan hotel atau akomodasi lainnya agar diabaikan.Jangan memberikan data pribadi atau data keuangan Anda kepada siapapun.Jika membutuhkan klarifikasi lebih lanjut dapat langsung menghubungi PT Niro Ceramic Sales Indonesia...... Join and Grow with Us!..... Niro Ceramic Sales Indonesia (NCSI) is a foreign owned company (PMA), dealing in the business of manufacturing & distribution of NIRO GRANITE porcelain tiles (with Swiss Heritage). We are leading brand in our industry having branches in Malaysia, China, Vietnam, and Spain. Our products have been exported to more than 60 countries worldwide.",Indonesia,Indonesian,['IDR'],['Indonesian']
74,Database Administrator,,FULL_TIME,0,50,True,1,False,"Job Overview:We are looking for a Database Administrator to join our growing team of technology experts ; managing, provisioning, configuring, administering, monitoring, and maintaining the database systems.They must be self-directed and comfortable supporting the data needs of multiple teams, systems, and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.Job Responsibilities:Architect, tuning and troubleshooting, upgrading, backup and restore, data management and security of our transactional rational databases (MySQL, PostgreSQL) and NoSQL database (Cassandra, Redis, DynamoDB)Implementation and maintenance database as database administrator.Design, implementation and maintenance application database.Participate in application development and support in database design and implementation.Develop and maintain all database project documentation, configuration details, and production support handbooks.Understands existing and new business requirements and makes technical recommendationsCapacity Planning.Can be a team player and work independently.Mentors and educates colleagues with respect to database design and implementation practices.Curiosity for exploring new database technologies.Job Requirements:We are looking for the candidate with 2+ years of experience in a Database Administrator role, who has attained a Graduate degree in Computer Science, Information Systems or another quantitative field. They should also have experience using the following software/tools:Experience in Amazon Web Services and Google Cloud stack.Experience in transactional rational databases (MySQL, PostgreSQL) and NoSQL database (Cassandra, Redis, DynamoDB).Familiar in Data Warehousing databases (BigQuery, Redshift, Hadoop)Experience of working with geo-distributed teams would be a plus.",ID,MONTH,10000000.0,30000000.0,IDR,Snapcart,Snapcart is a mobile application that gives rewards and cashbacks to shoppers when they snap a photo of their grocery receipts.,False,False,True,"Who We AreSnapcart provides real-time offline shopper and consumer insights for brands. Through its receipt-scanning cashback mobile application, Snapcart collects billions of data points at an individual shopper level, an unprecedented level of data granularity in the market research industry. This brings brands much closer to a holistic understanding of shoppers than ever before.Snapcart can identify optimal promotion level to maximize revenue, help evaluate media spend effectiveness, deep dive into purchasing habits, and many more. It is recognized globally and hailed as the top 22 most disruptive companies in the world by Disrupt 100. Snapcart has partnered up with over 75 brands of fast-moving consumer goods companies globally.Hailed as the most disruptive consumer innovation startup by Accenture Consumer Innovation Award in April 2016, our company is expanding across South East Asia starting from the Philippines in August 2016. Our vision is to be the most innovative, fastest-growing, marketing and market research technology platform in South East Asia, by leveraging technology and big data analytics.We are backed by prominent venture capital firms across the globe including Vickers Venture Partners, Social Capital, Kickstart Ventures, Endeavor Catalysts, SPH Ventures, Wavemaker Partners, SMDV and many more.BenefitsFast-track learning — everyone grows together with us, the fast paced environment makes us a fantastic place to learn and grow. You can expand your role to any function you want to involve in.Level of influence — you have no idea how valuable suggestions and influences you can have in help shape what we will be in the future, everyone has a chance to play a key role.High-level opportunities fast — we give opportunities to everyone and promote fast based on performance, we don’t care if you’ve been with us for 1 year or 6 months or 5 years, it’s all about your motivation, aspiration and performance.Work transparency — we are at the opposite end of a bureaucratic organization, every function knows what each other is working on, what new features to be added, what struggles we are facing, what clients say about us, and most of the things that goes on around you if you choose to learn more.Freedom and flexibility — we don’t care about 9-5 or face time or work from home, we trust our people to get work done and do it well.Chance to make a change — this is where you come to disrupt the current traditional industry you believe is inefficient, this is where you can make a big change with the work that you do.Real ownership and results — anyone can come up with idea, execute, get feedback, test again, and report results. You own what you initiate and you see direct result.",Indonesia,Indonesian,['IDR'],['Indonesian']
75,"MIS, Riset Pemasaran & Pendayagunaan Data Warehouse",,FULL_TIME,1,3,True,1,False,"Job Desc :Menyusun strategi dan rencana kegiatan riset pemasaran, mencakup kegiatan riset pasar, competitive mapping dan desk research.Mengkoordinasikan kegiatan riset pemasaran dan pengumpulan data serta informasi.Memberikan layanan riset pemasaran kepada unit kerja lain yang membutuhkan.Mengkoordinasikan dan menganalisis data serta melaporkan hasil data untuk membangun atau mengembangan business modeling untuk peningkatan dana, jasa dan pembiayaan baik untuk kebutuhan internal maupun eksternal.Requirement :Usia maksimal 30 tahunPendidikan minimal S1 Matematika, Statistik, Ilmu Komputer, Teknik InformatikaMahir dalam mengoperasikan Microsoft OfficeTerbiasa dalam pencarian data market untuk kemudian diolah menjadi laporanMahir dalam query database, SQL ServerPengalaman MIS / data analyst minimal 2 tahunMemiliki pengalaman di perbankan lebih diutamakanMemiliki kemampuan dan pengalaman dalam presentasi lebih disukai",ID,MONTH,4000000.0,5500000.0,IDR,PT Bank BCA Syariah,Perkembangan perbankan syariah yang tumbuh cukup pesat dalam beberapa tahun terakhir menunjukkan minat masyarakat mengenai ekonomi syariah semakin bertambah.,False,False,True,"KESEMPATAN BERKARIRPerkembangan perbankan syariah yang tumbuh cukup pesat dalam beberapa tahun terakhir menunjukkan minat masyarakat mengenai ekonomi syariah semakin bertambah. Untuk memenuhi kebutuhan nasabah akan layanan syariah, maka PT Bank BCA Syariah  beroperasi dalam rangka mewujudkan Visi dan Misi BCA Syariah, berbagai produk funding, jasa dan pembiayaan telah dikembangkan dan dipasarkan kepada masyarakat. Untuk pengembangan bisnis kedepan yang akan menunjang ekspansi usaha PT Bank BCA Syariah, kami memberikan kesempatan kepada tenaga muda yang berpotensi dan mengembangkan diri untuk berkarier.",Indonesia,Indonesian,['IDR'],['Indonesian']
76, Data Entry Staff (Cikarang),,FULL_TIME,0,1,True,1,False,Tanggung Jawab Utama :Melakukan verifikasi pembayaranMembuat laporan penjualan harianPersyaratan :Minimal D3 dari jurusan Keuangan/Akuntansi/Banking atau setaraMinimum 1 tahun pengalaman pada posisi yang sama atau Fresh graduateMemiliki ketelitian tinggi dalam angka dan mahir dalam menggunakan Microsoft Excel.Mampu mengoperasikan Microsoft OfficeBersedia masuk malamMau bekerja di Cikarang (Kawasan Ejip),ID,MONTH,2750000.0,3650000.0,IDR,Brambang.com,"Brambang.com hadir untuk meningkatkan efisiensi perdagangan bahan pangan, terutama hasil pertanian yang harganya fluktuatif.",False,False,True,"Brambang.com is an e-commerce company pioneering a new way to buy fresh produce. To achieve our ambitious goals, we are recruiting smart, high-energy individuals who are looking to work in an innovative, fast-paced environment. Our company is dedicated to providing great products and services, swift execution, and utilizing technology as a new frontier.",Indonesia,Indonesian,['IDR'],['Indonesian']
77,STAFF DATA SUPORT,,FULL_TIME,0,50,True,1,False,KUALIFIKASIUsia maks 28 thnPendidikan min D3 semua jurusan (D3 komputer dan akutansi lebih disukai)Pengalaman sebagai data analyst lebih disukai/ Fresh Graduate welcomeExpert mengolah data dengan ms. excelTeliti,ID,MONTH,1800000.0,2500000.0,IDR,PT. Media Selular Indonesia (Complete Selular Group),"COMPLETE SELULAR GROUP, merupakan pusat grosir dan eceran Handphone-Pulsa-Accessories yang berpusat di Wilayah Cirebon. ",False,False,True,"COMPLETE SELULAR GROUP, merupakan pusat grosir dan eceran Handphone-Pulsa-Accessories yang berpusat di Wilayah Cirebon.Misi kami adalah :
MENJADI PERUSAHAAN PENYEDIA JASA LAYANAN TELEKOMUNIKASI YANG TERBAIK DAN BERKUALITASSeiring dengan tagline kami untuk melayani konsumen dengan selalu menyediakan Handphone beserta Aksesoris yang murah, lengkap, dan berkualitas, saat ini Complete Selular telah berkembang pesat dengan memiliki 35 toko retail di Area Jawa Barat, Yogyakarta, dan Jawa Tengah.Selain menyediakan produk berkualitas, kami pun memberikan pelayanan dengan menyediakan layanan Customer Service bagi konsumen yang ingin melakukan service handphone.",Indonesia,Indonesian,['IDR'],['Indonesian']
78,Data Products Sales Executive,,FULL_TIME,0,50,True,1,False,"Does data analytics make you excited the same way new Star Wars sequel does? Do you see yourself working in a highly specialized team of data solution? Is helping prospective customers resolving inefficiency bottleneck in their business process something you’d enjoy doing? Do you share the satisfaction of having a clean, rich, integrated, and real-time data all in one login like we do?Let’s assume you said yes in your head since you are reading on. Before you continue, let's do a quick check if this is worth your time. For starters, we are not a typical company. Neither is this a typical role. We don’t have an office and are a completely distributed business across 8 time zones. If you are looking for a cushy corporate career-fast-track job with foosball table and three meals a day at the office, I’d recommend you swipe left on this one. Also, we would like to emphasise that we are opening two of the same roles, one in Singapore and one in Jakarta. Applicants for either need to hold valid work permit and be residents of respective countries.Still reading? Good, let us tell you who we are, who we think you are and who we are.This is usWe have our roots in the Czech Republic where our proprietary data integration technology is built, this is also where part of our consulting team is based, the other half is in our business hub - Singapore.. The founding team has 8+ years of presence in Singapore and APAC market with wide range of experience from digital analytics to enterprise software.  We sell and implement new grade of data preparation (read: the boring part of Data Science and Analytics nobody likes doing) & enrichment platform called Keboola Connection in variety of use cases. We strongly encourage you to research our product before you apply for this role.Our clients and partners in the region range from Hong Kong to New Zealand and from startup unicorns to traditional Telco or Bank with brands, everyone can recognize.With our services team we have expertise and reputation for the best in class data engineering, API integration, systems automation and advanced analytics. All of these skills we already have represented in the team in superb quality and since our entire team is distributed, we emphasise processes that encourage sharing of knowledge, through regular sessions and team offsites in Asia and Europe.We are big on building the data community - Datadriven.sg platform and our She Loves Data  workshops that trained over 2000 women in data analytics for free..Foremost we care about attitude more than we care about diplomas and hard skills.This is youAs our Technical Sales Executive, you will encourage prospective customers to leave their time-consuming data handling, cut back a major part of their expenses in multiple data analytics, and move on to the more revenue generating part of their business process. You will take up an end to end role, combining research, business development and consultative sales execution.What will you have to do?Conduct market research and identify target individuals and organizations.Liaise between company and clients to ensure smooth cooperation while meeting or exceeding response times.Cooperate in the development and execution of the sales programs and territory action plan.Create and maintain a documented robust sales pipeline.Create and implement new approaches that increase performance within your territory.Manage numerous requests concurrently & strategically. Prioritize and deliver timely, high quality workMaintain CRM data leads, campaigns, opportunities, client KPIBuilding and growing value based long‐term relationships with clientsSell products to new and existing clients, targeting outreach and support marketing and providing quotes on demand.Comfortable with tele‐sales and ice‐breaker cold and warm calls, thrives on new business sales and innovative approaches into new targets and building territoryWhat do you have to represent?Minimum 3 years of technology related sales, business development, or sales engineering/consulting experienceWe don’t care about degrees, but you should demonstrate you interest in technology.Excellent oral and written communication skills and an ability to influence others internally and externallyPrevious sales experience with a terrific perspective on connecting with customers and building relationships.Preferably an avid analytical thinker with hands-on familiarity with Data Analytics & Engineering.Ability to dive deep into the details of the business, both from company’s and client’s side.What now?By now you have figured out that our company culture is little different and if you are driven, motivated you might the one. If you are determined enough and keen to swipe right on us, you will define your role and you will, likely, wear more than one hat. If you are keen, drop us a note and let's see if we match!***To apply, please submit your updated resume.",SG,MONTH,2000.0,5000.0,SGD,Keboola Singapore,Keboola Singapore delivers unique data analytics platform to enable data and IT teams across large organizations.,False,False,True,"At Keboola Singapore , we are collaborative, driven, innovative and progressive.Keboola builds new kind of data integration platform and ETL native for cloud age. Advanced analytics easier and more afforbale than ever before",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
79,Business Data Analyst,,FULL_TIME,0,50,True,1,False,"KatalystM Business Data AnalystAbout KatalystM:KatalystM is a Client Experience Agency with a very strong MarTech flavor. Founded in 2007 as primarily a Marketing Campaign Platform Implementation and Support organisation, it has evolved into a complete end-to-end Marketing and Sales Automation Agency which provides services to many world-class Brands, both here in Singapore and around SEA.With strong Vendor and Consulting Partnerships, and Alliances, KatalystM deploys Marketing and Sales Automation Solutions in various Business Verticals including Hospitality, Retail, e-Commerce, Travel, and FSI.Responsibilities:Perform campaign analysis, identify actionable insights, provide recommendations and influence the direction of our clients’ business marketing activities.Design and deploy dashboards in business intelligence tools, look for opportunities to automate processes, optimize efficiency and quality.Work on different marketing automation platforms, and work with clients from various industries.Support in client collateral creation; Power Point, Word document, charts, etc.Background & Qualifications:Graduate from university or polytechnicUnderstand relational database structure and able to write SQL queryKnowledge and experience in Business Intelligence tools preferredKnowledge and experience in R / Python preferredUnderstand research and data analysis methods to create statisticsHave an analytical mindset and good learning attitudeAble to work under pressure and independentlyInterested in data, online marketing, and / or commerceMust be Singaporean or Singapore PR holderPrefer candidate who can start immediately",SG,MONTH,2000.0,2500.0,SGD,Katalystm Pte Ltd,KatalystM is an end-to-end Marketing and Sales Automation Agency which provides services to many world-class Brands both here in Singapore and around SEA.,False,False,True,,Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
80,"Executive, Data Science Training and Consulting",,FULL_TIME,0,50,True,1,False,"We are recruiting full-time Business Consultants and Corporate Trainers who meets the following candidate requirements. If the following describes who you are, we would like to speak to you.
Email us with a detailed resume stating qualifications, past experiences and expected renumeration to contact@anavantage.com.

The candidate should possess the following:
- Relevant qualifications (Diploma, Degree or Postgraduate Degree), preferably in a quantitative field  with an emphasis on quantitative research skills,
- Proficiency in at least one statistical and/or data mining software/tool,
- Prior corporate teaching experiences in analytics, statistics and/or data mining,
- Able to engage and manage adult learners and possess a positive attitude,
- Able to work independently on data analytics consulting projects.",SG,YEAR,2000.0,6000.0,SGD,Anavantage Management Consultancy Llp,AnaVantage Management Consultancy specialises in corporate training and business consultancy in the field of data analytics. ,False,False,True,,Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
81,Data Center Specialist,,FULL_TIME,0,50,True,4,False,"ResponsibilitiesRack, build, cable, configure, and provision Intel and AMD serversRack, cable, and deploy Cisco Layer 2 networking equipmentroubleshoot, test, quality assurance of server hardwareProfessionally resolve hardware issues via trouble ticketTroubleshoot and resolve problems with basic network and operating system installations and configurations.Monitor and assist our automated provisioning system for new server ordersMonitor and escalate issues with customer’s servers as necessaryRequired ExperienceOperating System Installation - Windows Server, Linux, UnixRack, cable, and deploy Cisco Layer 2 networking equipmentModerate knowledge of PC hardware concepts and component installation.Basic knowledge of various internet-related services and software (mail, web, DNS, etc).Must be able to multitask in a fast-paced environment.General understanding of computer networking concepts.Customer focused attitude with some previous customer service experience.Network wiring/cabling experience a plus.",SG,MONTH,1.0,1.0,SGD,"SoftLayer, an IBM Company","This is an exciting opportunity to work in a fast-moving, large data center environment with the fastest growing hosting company in the world!",False,False,True,"SoftLayer, an IBM Company, provides cloud infrastructure as a service from a growing number of data centers and network points of presence around the world. 

We are now re-branded as IBM Cloud - Same platform you love, just with a new name. (http://bit.ly/2gSnLc8). We are aggressively expanding our team across various sites in Asia Pacific Japan. 

Empowered. Innovative. Inspiring. Creative. Intense. These are all words we use to describe life at SoftLayer.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
